"Uhrin ikä";"Hyvinvointialue";"Tiedot";"Vuosi";"Rikos";"Uhri mies";"Uhri nainen"
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";0;11
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";7;55
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Paritus 20:9";0;3
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Tappo 21:1§1";42;9
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Murha 21:2§1/1-4";24;13
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Tapon yritys 21:1§2";194;44
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Murhan yritys 21:2§2";17;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Pahoinpitely 21:5";14703;9603
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Törkeä pahoinpitely 21:6";1434;376
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Lievä pahoinpitely 21:7§";5187;4371
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Ryöstö 31:1§1/1-2";856;330
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Ryöstön yritys 31:1§2";132;70
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Törkeä ryöstö 31:2§1/1-4";118;79
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Törkeän ryöstön yritys 31:2§2";11;12
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Kiristys 31:3§1";178;76
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Kiristyksen yritys 31:3§2";187;40
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Törkeä kiristys 31:4§1/1-4";30;7
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Törkeän kiristyksen yritys 31:4§2";46;22
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Vapaudenriisto 25:1-2§";174;186
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Laiton uhkaus 25:7§";4836;4967
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Vainoaminen 25:7a§";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Kuolemantuottamus 21:8-9";39;31
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Ihmiskauppa 25:3, 3a";9;13
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Panttivangin ottaminen 25:4";65;44
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2013";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"YHTEENSÄ";26451;22343
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Raiskaus 20:§1-2,4";24;800
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä raiskaus 20:2";6;45
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Raiskaus (3 mom) 20:1§3-4";2;16
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Pakottaminen sukupuoliyhteyteen 20:3";1;82
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Lapsen seksuaalinen hyväksikäyttö 20:6";126;841
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";9;438
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä lapsenraiskaus 20:7b";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Seksuaalinen ahdistelu 20:5a§1";2;70
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Seksuaalinen hyväksikäyttö 20:5§1,3";13;133
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Pakottaminen seksuaaliseen tekoon 20:4";14;158
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";1;30
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";20;91
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Paritus 20:9";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Tappo 21:1§1";42;12
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Murha 21:2§1/1-4";16;16
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Tapon yritys 21:1§2";224;52
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Murhan yritys 21:2§2";396;24
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Pahoinpitely 21:5";13007;9055
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä pahoinpitely 21:6";1316;359
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Lievä pahoinpitely 21:7§";4842;4325
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Ryöstö 31:1§1/1-2";963;348
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Ryöstön yritys 31:1§2";165;86
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä ryöstö 31:2§1/1-4";128;71
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeän ryöstön yritys 31:2§2";19;7
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Kiristys 31:3§1";166;75
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Kiristyksen yritys 31:3§2";76;24
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeä kiristys 31:4§1/1-4";25;8
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Törkeän kiristyksen yritys 31:4§2";22;4
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Vapaudenriisto 25:1-2§";119;194
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Laiton uhkaus 25:7§";4561;4725
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Vainoaminen 25:7a§";48;149
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Kuolemantuottamus 21:8-9";30;29
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Ihmiskauppa 25:3, 3a";12;19
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Panttivangin ottaminen 25:4";53;49
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2014";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"YHTEENSÄ";26487;22157
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Raiskaus 20:§1-2,4";20;824
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä raiskaus 20:2";4;119
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Raiskaus (3 mom) 20:1§3-4";1;49
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Pakottaminen sukupuoliyhteyteen 20:3";0;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Lapsen seksuaalinen hyväksikäyttö 20:6";119;784
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";33;271
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä lapsenraiskaus 20:7b";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Seksuaalinen ahdistelu 20:5a§1";12;268
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Seksuaalinen hyväksikäyttö 20:5§1,3";15;83
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Pakottaminen seksuaaliseen tekoon 20:4";6;107
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";16;23
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";21;49
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Paritus 20:9";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Tappo 21:1§1";36;9
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Murha 21:2§1/1-4";22;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Tapon yritys 21:1§2";230;56
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Murhan yritys 21:2§2";25;7
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Pahoinpitely 21:5";13670;9233
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä pahoinpitely 21:6";1200;364
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Lievä pahoinpitely 21:7§";5005;4288
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Ryöstö 31:1§1/1-2";787;342
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Ryöstön yritys 31:1§2";133;74
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä ryöstö 31:2§1/1-4";161;93
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeän ryöstön yritys 31:2§2";26;19
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Kiristys 31:3§1";144;51
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Kiristyksen yritys 31:3§2";73;18
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeä kiristys 31:4§1/1-4";24;5
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Törkeän kiristyksen yritys 31:4§2";20;2
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Vapaudenriisto 25:1-2§";120;198
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Laiton uhkaus 25:7§";4424;4519
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Vainoaminen 25:7a§";50;194
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Kuolemantuottamus 21:8-9";46;17
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Ihmiskauppa 25:3, 3a";7;19
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Panttivangin ottaminen 25:4";35;46
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2015";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"YHTEENSÄ";26976;23015
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Raiskaus 20:§1-2,4";32;919
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä raiskaus 20:2";11;119
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Raiskaus (3 mom) 20:1§3-4";1;47
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Pakottaminen sukupuoliyhteyteen 20:3";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Lapsen seksuaalinen hyväksikäyttö 20:6";115;757
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";29;299
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä lapsenraiskaus 20:7b";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Seksuaalinen ahdistelu 20:5a§1";16;511
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Seksuaalinen hyväksikäyttö 20:5§1,3";19;80
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Pakottaminen seksuaaliseen tekoon 20:4";12;129
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";4;12
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";14;64
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Paritus 20:9";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Tappo 21:1§1";39;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Murha 21:2§1/1-4";8;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Tapon yritys 21:1§2";204;58
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Murhan yritys 21:2§2";153;6
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Pahoinpitely 21:5";13497;9379
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä pahoinpitely 21:6";1270;365
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Lievä pahoinpitely 21:7§";4933;4222
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Ryöstö 31:1§1/1-2";911;309
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Ryöstön yritys 31:1§2";143;84
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä ryöstö 31:2§1/1-4";159;88
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeän ryöstön yritys 31:2§2";32;16
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Kiristys 31:3§1";156;55
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Kiristyksen yritys 31:3§2";107;22
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeä kiristys 31:4§1/1-4";45;8
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Törkeän kiristyksen yritys 31:4§2";16;3
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Vapaudenriisto 25:1-2§";108;144
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Laiton uhkaus 25:7§";4761;4906
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Vainoaminen 25:7a§";74;258
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Kuolemantuottamus 21:8-9";36;24
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Ihmiskauppa 25:3, 3a";30;59
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Panttivangin ottaminen 25:4";41;34
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2016";"Terrostisessa tarkoituksessa tehdyt rikokset";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"YHTEENSÄ";27090;23352
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Raiskaus 20:§1-2,4";27;984
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Törkeä raiskaus 20:2";7;125
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Raiskaus (3 mom) 20:1§3-4";2;85
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Pakottaminen sukupuoliyhteyteen 20:3";0;1
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Lapsen seksuaalinen hyväksikäyttö 20:6";118;801
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Törkeä lapsen seksuaalinen hyväksikäyttö 20:7";35;271
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Törkeä lapsenraiskaus 20:7b";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Seksuaalinen ahdistelu 20:5a§1";28;376
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Seksuaalinen hyväksikäyttö 20:5§1,3";10;77
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Pakottaminen seksuaaliseen tekoon 20:4";9;132
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Seksikaupan kohteena olevan henkilön hyväksikäyttö 20:8";0;6
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Seksuaalipalvelujen ostaminen nuorelta 20:8a§1-2";1;3
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Lapsen houkutteleminen seksuaalisiin tarkoituksiin 20:8b§";10;63
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Paritus 20:9";0;10
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Tappo 21:1§1";24;13
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Murha 21:2§1/1-4";12;14
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Surma 21:3§1";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Tapon yritys 21:1§2";244;66
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Murhan yritys 21:2§2";105;25
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Surman yritys 21:3§2";0;0
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Pahoinpitely 21:5";13883;9323
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Törkeä pahoinpitely 21:6";1239;388
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Lievä pahoinpitely 21:7§";4752;4317
"Yhteensä";"KOKO MAA";"Uhrien lukumäärä tapauskertojen mukaan (lkm.)";"2017";"Ryöstö 31:1§1/1-2";890;315
